"","x"
"repays",0
"repeal",0
"repealed",0
"repeated",1.92192809488736
"repeating",0
"repetition",0
"replace",3.96601928144229
"replaced",3.7527152789797
"replacement",4.4367939862777
"replacements",3.65440142680273
"replaces",0
"replacing",2.61749246118476
"repledging",0
"replevin",0
"replicate",0
"replication",0
"reply",0
"report",4.31115684615231
"reportable",2.25162916738782
"reported",3.35794006989126
"reporting",4.15540116678141
"reports",4.40447005958584
"repositories",0.91829583405449
"repository",0
"repossess",1.58496250072116
"repossesses",0
"repossession",1.52192809488736
"represent",4.5406447322154
"representation",4.84437372128255
"representations",4.81410824446198
"representations”",0
"representative",4.68002941060719
"representative’s",0
"representatives",4.78849589152016
"represented",4.44123389281473
"representing",3.88150777833253
"represents",5.18104329372571
"reprice",0
"repriced",0
"repricing",0
"reprimand",0
"reprimands",0
"reproduce",0.970950594454669
"reproduced",0
"reproducibility",0
"reproducible",0
"reproduction",1.14883485428092
"reproductive",0
"repsect",0
"republic",3.43162356584743
"repudiate",0.970950594454669
"repudiated",1.58496250072116
"repudiates",0
"repudiation",0
"repurchase",2.50370957326989
"repurchased",2.5
"repurchases",1
"repurchasing",1
"reputable",2.83523774531212
"reputation",3.08496250072116
"repute",0
"request",4.9590642005955
"requested",4.88164832902215
"requesting",3.33886618173258
"requests",4.57034459994418
"require",5.03358708075637
"required",5.09476089093164
"requirement",4.80694494248805
"requirement’",0
"requirement”",0
"requirements",5.19791477330944
"requirements’",0
"requires",4.6048838492879
"requiring",4.14146788019945
"requisite",3.60529354901434
"res",0
"resale",2.17397313460441
"resales",0
"reschedule",1
"rescheduling",1
"rescind",3.23909791798879
"rescinded",2.93299930663729
"rescinds",0
"rescission",2.78063906222957
"research",2.21076238883743
"resecured",0
"resell",2.32192809488736
"reseller",1
"resellers",1.75
"reselling",0.91829583405449
"reservation",2.64160416786859
"reservations",1.45914791702724
"reserve",3.64255746991681
"reserved",4.38468564140103
"reserves",4.73209583459832
"reserves”",0
"reservoirs",0
"reset",0
"reshuffle",0
"reside",1
"residence",1
"resident",2.15563906222957
"residential",1.78067212952089
"residents",1.5
"residing",1
"residual",0
"residues",0
"resign",2.75285530520323
"resignation",2.65241629934677
"resigned",1
"resigning",0
"resigns",1
"resilient",0
"resist",1
"resistance",0
"resold",1
"resolution",4.2244224785706
"resolutions",3.23341119262112
"resolve",3.46800203380381
"resolved",3.69322334981092
"resolving",1.92192809488736
"resort",2.25162916738782
"resorts",0
"resource",2.52164063634332
"resources",3.72864354228049
"respect",4.93014215085294
"respecting",3.30055909239095
"respective",5.05191775916223
"respectively",4.4241661768736
"respects",4.3604038828834
"respond",3.40650335562396
"respondent",0
"responding",2.29248125036058
"response",3.48300503026801
"responses",0
"responsibilities",3.92389700933418
"responsibility",4.42347787600619
"responsible",4.82273837624971
"responsive",0
"rest",1.7743974703477
"restate",2.25162916738782
"restated",3.95633499157466
"restatement",1.84237099317711
"restatements",2.52164063634332
"restates",1
"restaurant",0
"resticted",0
"restitution",0
"restoration",2.83683237482475
"restorations",0.650022421648354
"restore",2.91726092837998
"restored",2.5243974703477
"restoring",1.58496250072116
"restrain",3.37878349348618
"restrained",0
"restraining",3.02698683335929
"restrains",1
"restraint",0.811278124459133
"restraints",1
"restretch",0
"restrict",3.98418371977919
"restricted",2.13797698326119
"restricting",2.58496250072116
"restriction",4.40115652440301
"restrictions",4.67924177347521
"restrictive",3.16140632972184
"restrictively",0
"restricts",1.58496250072116
"restriping",1.5
"restroom",1.58496250072116
"restrooms",2.1162996057017
"restructure",0
"restructuring",2.23592635062903
"rests",0
"resubmission",0.91829583405449
"resubmit",2.23592635062903
"result",4.99773161708131
"resultant",0
"resulted",4.00182282562223
"resulting",4.52649110354406
"results",4.32939489999414
"resume",2.49560292372901
"resumed",0
"resumes",0
"resumption",1
"resurfacing",1
"retail",1.68948226701918
"retailer",0
"retailers",0
"retain",4.67283541891702
"retainage",0
"retainages",0
"retained",3.89920870150794
"retaining",2
"retains",3.11458926229324
"retaken",0
"retaliation",0
"retardant",0
"retention",3.38110953445612
"retentions",1
"retirant",0
"retire",2.41938194564637
"retired",1.66371472070048
"retiree",0
"retiree<U+FFFD>s",0
"retirees",0
"retirement",2.51661220758679
"retirements",0
"retires",1.5
"retiring",1.61265023304227
"retort",0
"retraining",1
"retrieve",0
"retroactive",2.48171457298607
"retroactively",1.92192809488736
"retrophin",0
"retroviral",0
"return",4.70611301498962
"return”",0
"returned",4.08267318468309
"returning",1
"returns",3.54937802155151
"returns”",1
"reusable",0
"reuters",0
"revaluation",0
"revaluations",0
"reveal",1
"revealed",0
"reveals",1.91829583405449
"revenue",4.5005417120427
"revenues",3.7198523585646
"reversal",1.37095059445467
"reversals",0
"reverse",2.19715972342415
"reversed",1.5
"reversion",0
"reversionary",0
"revert",0.986426728730842
"revest",1
"review",4.6239395342771
"reviewed",3.58989809546429
"reviewing",1.58496250072116
"reviews",2
"revise",3.23890125660263
"revised",3.59450047038253
"revises",1
"revising",0
"revision",2.12808527889139
"revisions",2.52164063634332
"revived",1.58496250072116
"revocable",0
"revocation",1.68149632952868
"revoke",2.84535093662244
"revoked",3.02698683335929
"revokes",0.91829583405449
"revolving",0.264434685909464
"reward",1
"rewards",0
"rewinder",0
"rfp",0
"rhi",0
"rialto",0
"ribbon",0
"rich",1
"richard",2.54868811320342
"richardson",0
"richieri",0
"richland",0
"richmond",0
"riders",0
"ridge",0.91829583405449
"riemer",0
"riemerlaw",0
"riffle",0
"right",5.42984281714982
"right”",0
"rightful",0
"rightfully",2
"rights",5.27397203201186
"rights”",0.91829583405449
"rigl",0
"rigs",0
"rik",0
"ring",1.52192809488736
"ringold",0
"rings",0
"riot",2.91397707318275
"riots",2.58496250072116
"rise",3.87514660971468
"riser",0
"risers",2
"rising",0
"risk",4.02358059884328
"risk’",0
"risks",3.69394270791827
"river",0
"rmb",2.18190118890934
"rnas",0
"road",3.21650611009267
"roads",1.5
"roadway",0
"rob",0
"robbery",0
"robert",2.90533234958425
"roberts",0
"rock",1
"rodents",0
"rodino",0
"roeder",0
"rofo",0.456683631539443
"rofr",0
"roger",0
"roi",0
"rojas",0
"roland",0
"role",1.79248125036058
"roll",0.811278124459133
"rolled",0
"roller",0
"rolling",1
"rollover",0.650022421648354
"rolls",0
"rom",0
"ron",0
"ronald",1
"rong",0
"roof",2.27371425665003
"roofing",0
"roofs",0
"rooftop",0
"room",3.30602026220926
"rooms",1.9237949406954
"rootenberg",0
"roots",0
"ropes",0
"ropesgray",0
"roppongi",0
"rosa",0
"rosati",0
"rosemary",0
"rosen",0
"rosenman",0
"rosser",0
"rotate",0
"rotating",0
"rotation",0
"rothman",0
"rottenberg",0
"rough",0
"round",1.92192809488736
"rounded",2.68924642850916
"rouse",0
"route",1.92192809488736
"routers",0
"routine",2.81507241011594
"routines",0.811278124459133
"routing",0.91829583405449
"rovine",0
"row",0
"rowe",0
"royalties",2.90138342129212
"royalty",1.09648310549192
"roz",0
"rps",0
"rra",0
"rsf",0
"rsu",0.76420450650862
"rsus",0
"rtrx",0
"rubber",2.52164063634332
"rubbish",1.45914791702724
"rubin",0
"rubinfeld",0
"rudolf",0
"rugs",0
"rule",4.67611700704845
"rules",4.95410806071556
"ruling",2.64207956392571
"rulings",1.92192809488736
"run",3.08496250072116
"runners",0
"running",2.25162916738782
"rupture",0
"rural",0
"rush",0
"russell",0
"russia",1
"ryan",0
"sabotage",0
"sachs",1.32501121082418
"sadrzadeh",0
"safe",3.21952828229955
"safeguard",1.58496250072116
"safeguarding",0
"safeguards",1.58496250072116
"safekeeping",0
"safely",0
"safes",2.24643934467102
"safety",4.01597168352355
"safglas",0
"sagiya",0
"saic",0
"said",4.18281038834068
"sake",0
"salable",1
"salaried",1.45914791702724
"salaries",3.30827083453526
"salary",2.67692604414438
"sale",4.65393867252936
"sale”",0
"saleable",0.91829583405449
"sales",4.5125765000806
"salesmen",1
"saloni",0
"salt",0
"sam",0
"sample",0.950532132602109
"sampled",0
"samples",1.502736171594
"sampling",0
"samuels",0
"san",3.71909974601876
"sanchez",0.91829583405449
"sanction",1.5
"sanctioned",0
"sanctions",2.08035237644389
"sand",0.816689088315021
"sandal",0
"sandeep",0
"sandell",0
"sandi",0
"sandor",0
"sandra",0.811278124459133
"sanitary",3.08496250072116
"sanitation",0.91829583405449
"sanitors",0
"sansome",0
"santa",2.73114503330851
"sapphire",0
"sarbanes",0.91829583405449
"sarfeeyah",0
"sarft",0
"sarl",0
"sas",0
"sash",1
"sashes",1
"satellite",2.35538854220753
"satisfaction",4.51708047470604
"satisfactorily",0
"satisfactory",4.49308621518252
"satisfied",4.22337797191465
"satisfies",2.25162916738782
"satisfy",4.10184606668238
"satisfying",2.8073549220576
"saturday",3.85216872360328
"saturdays",2.32192809488736
"sauar",0
"savannah",0
"save",2.54078103466355
"saved",0
"saves",0
"saving",1.58496250072116
"savings",3.01193048947706
"sca",0
"scaffolding",0
"scale",1.91829583405449
"scales",0
"scanners",0
"scans",0
"scarcity",0
"scarsdale",0
"scent",0
"schaumburg",1.52192809488736
"schedule",4.31537933951992
"scheduled",3.91240866477728
"schedules",3.91480950520063
"schedules”",0
"scheduling",2.23592635062903
"schematics",1
"scheme",1
"schemes",0
"scherer",0
"schissler",0
"schnoor",0
"scholz",0
"school",0.721928094887362
"schools",0
"schuening",0
"science",0.970950594454669
"scientific",0.811278124459133
"scientist",0
"scm",0
"sco",0
"scope",4.20586493515865
"scott",1.72440781786259
"scottsdale",0
"screen",2.22219157550668
"screened",0.91829583405449
"screening",1.37841885272032
"screens",1.92192809488736
"screw",0
"screws",1
"scrip",0
"scriptures",0
"scrutiny",0
"scs",0
"sculpture",1
"sculptures",0
"sdn",0
"seal",2.0403733936885
"sealed",1.79248125036058
"sealing",0
"seals",2
"seam",0
"sean",0
"search",2.44144607116552
"searches",2.5
"searching",0
"season",0
"seasonal",0
"seasoned",0
"seasons",0
"seat",1
"seating",0
"seats",1.45914791702724
"seattle",1.32160695838835
"sebastapol",0
"sec",3.11281115254437
"sechrest",0
"second",4.37855459175888
"secondarily",1
"secondary",3.24643934467102
"secondly",0
"secrecy",1
"secret",2.71077708441507
"secretarial",0.811278124459133
"secretariat",0
"secretaries",0
"secretary",4.0585001770854
"secreted",0
"secrets",3.48300503026801
"secrets”",0
"section",5.02446248328843
"sections",5.04832715326893
"sector",0
"secular",0
"secure",3.81286284000112
"secured",3.1367104087826
"securely",2
"secures",2.29248125036058
"securing",3.63241759400984
"securities",3.79715486284643
"securities”",0
"securitization",0.994030211476956
"securitizations",0
"securitize",0
"securitized",0.721928094887362
"security",3.89396281512574
"sedlock",0
"see",3.24940070151689
"seeing",1.91829583405449
"seek",4.55550249306699
"seeking",3.87036511771867
"seeks",3.19715972342415
"sees",1.58496250072116
"segment",2.32192809488736
"segregate",2.32192809488736
"segregated",2.18872187554087
"seiko",0
"seize",0
"seized",0
"seizure",2.23592635062903
"select",2.36074277401382
"selected",4.79724399449357
"selecting",1
"selection",3.21584117268375
"selections",0
"selective",2.50325833477565
"selectively",2
"selects",0
"self",3.93624341298306
"sell",4.97578854603638
"seller",2.7908436779731
"seller’s",0
"seller<U+FFFD>s",0
"sellers",0.537811610289447
"selling",3.71446808348023
"sells",3.47717523343562
"semi",1.66449777920046
"semiannual",0
"semiconductor",2
"senate",0
"send",3.18200581476021
"sender",0.91829583405449
"sending",2.62581458369391
"sends",1
"seneca",0
"senior",3.31993781115934
"seniority",1.55452333152175
"sennett",0
"sense",1.5
"sensitive",1.87996494872711
"sensors",0
"sent",4.89254783598654
"sentence",4.61886033195681
"sentences",2.8073549220576
"seoul",0
"sep",0
"separability",1
"separable",1
"separate",4.66308238404055
"separated",1.75
"separately",3.21981745098997
"separating",1
"separation",2.8513663457626
"separations",0.91829583405449
"separator",0
"september",4.34409365819351
"seq",2.69026039096838
"sequence",2.52164063634332
"sequences",0
"sequent",0
"sequestration",0.91829583405449
"sequestrator",1.5
"sequoia",0.529360865287364
"serengeti",0
"sergeant",0
"serial",0.413816850303634
"series",2.96141600780484
"series<U+FFFD>",0
"serious",1
"seriously",0.91829583405449
"serp",0.986367607290709
"servant",0
"servants",1.75
"serve",3.82525173728865
"served",3.18083298720544
"server",2.5220552088742
"servers",1.22439444540599
"serves",2.75
"service",4.79637327447665
"serviced",2.58496250072116
"servicemark",0
"servicemarks",0
"servicemembers",0
"servicer",0.0539079059653769
"servicers",0.970950594454669
"services",4.50835989211856
"servicing",1.63859052540104
"serving",3.61017969634257
"servitude",0
"ses",0
"sesac",0
"session",0
"sessions",0
"set",5.25200307028372
"setoff",2.49397770961163
"sets",3.77058439976211
"setting",4.21444657066159
"settings",1.58496250072116
"settle",4.20233009230464
"settled",4.28039465412319
"settlement",4.92885272019342
"settlements",2.52164063634332
"settling",0.91829583405449
"setup",0
"seven",3.43095679924167
"seventeen",0
"seventh",3.03914867190307
"seventy",2.38570001861602
"severability",5.04755204279359
"severable",2.52164063634332
"several",4.11583409216322
"severally",3.40061177511588
"severance",3.08418371977919
"severed",0
"severity",0
"sewage",1
"seward",0
"sewer",3.20498685577267
"sewerage",0
"sex",1.92192809488736
"sexual",1
"seymour",0
"shades",2
"shading",0
"shafts",0
"shale",0
"shall",5.3540503515492
"shamir",0
"shan",0
"shanghai",1.94746520408195
"shannon",0
"shantou",0
"shape",1
"share",4.47688384904198
"shared",3.10851541433433
"shareholder",2.81911787387359
"shareholder”",0
"shareholders",3.00042832721318
"shareholders’",0
"shareholding",0.996791631981637
"shares",3.84266611514541
"shares”",0
"sharing",3.59740581142552
"shc",0.591672778582327
"sheet",3.80128511018699
"sheetrock",0.91829583405449
"sheets",3.08009931887185
"shelf",1.67293303187337
"shell",1.56471251064792
"shelley",0
"shelly",0
"shelter",0
"shelters",1
"shelves",0
"shelving",0
"shenzhen",0
"sherman",0
"sherrill",0
"shi",0.811278124459133
"shiba",0
"shiels",0
"shift",1.63133371855343
"shifts",1.29546184423832
"shih",0
"shiji",0
"shim",0
"shing",0
"shinjuku",0
"shiong",0
"ship",1.58496250072116
"shipment",0.177389453185997
"shipments",0.129233774845885
"shipped",0.868392729010363
"shipper",0
"shippers",0
"shipping",1.86888467149864
"shirts",0
"shkreli",0
"shoe",0
"shoes",0.439496986921513
"shong",0
"shop",1.77942383214653
"shops",0
"shore",0
"shoreline",0
"short",3.85895728666864
"shortage",1.5
"shortages",2
"shorten",0
"shortened",0
"shorter",2.68872187554087
"shortfall",2.32192809488736
"show",2.95021206491475
"showcases",0
"showers",0
"showing",3.48008369518745
"shown",4.02920580450729
"shows",2.75
"shrader",0
"shrink",1
"shrubs",0
"shuffling",0
"shut",1
"shutdown",0.721928094887362
"shutoff",0
"shutter",0
"shutterfly",0
"shutters",0
"shutterstock",0
"shutting",1
"sibling",0
"siblings",0
"sic",0
"sick",1.8053232276071
"sickness",0
"side",2.28103611255342
"side”",0
"sidelight",0
"sides",0
"sidewalk",0
"sidewalks",2.52192809488736
"sidley",0
"siegel",0
"sien",0
"sieve",0
"siew",0
"sig",0
"sight",1.52192809488736
"sigma",0
"sign",4.25535882922106
"signage",2.39688145744834
"signal",0.91829583405449
"signaling",0
"signals",0
"signatories",1.84237099317711
"signatory",3.50684412153417
"signature",4.37514775707132
"signatures",3.58882167520515
"signed",5.32822520205032
"signer",2.23592635062903
"significant",3.1139373036898
"significantly",1
"signifies",0
"signify",1
"signing",4.08955245256067
"signs",2.8291510884806
"silicon",2.42560811226238
"sills",0
"silvia",0
"similar",4.90893841248748
"similarly",4.13684218813101
"simon",0
"simple",1.5
"simplicity",1
"simpson",0
"simulation",0
"simulcasting",0
"simultaneous",2.41308843642576
"simultaneously",3.50325833477565
"sina",0.591672778582327
"since",3.86336914828094
"sincerely",2
"singapore",1.65002242164835
"singerman",0
"singhal",0
"singing",0
"single",4.80604650009419
"singly",0
"singular",4.1550455468258
"singularly",0
"sink",0
"sinking",0.970950594454669
"sinks",0
"sino",0
"sior",0
"sip",0
"sipa",0
"sirs",0
"sister",1.25162916738782
"sisters",0
"site",3.52249630708617
"sites",0
"sitting",2.91829583405449
"situate",0
"situated",3.09579525500093
"situation",1.58496250072116
"situations",1.5
"six",4.57664553820338
"sixteen",0
"sixteenth",0
"sixth",2.45914791702724
"sixtieth",0.91829583405449
"sixty",4.44905893158311
"size",3.70351289862388
"sizes",0
"sizing",0
"skadden",0
"sketch",0
"skill",1.58496250072116
"skillfully",0
"skills",1.45914791702724
"skin",0
"sky",3.20770706447047
"skylights",2
"skymall",0.979868756651153
"slablanc",0
"slabs",0
"slade",0
"slate",0
"sleeping",1.5
"slip",0.970950594454669
"slips",0
"sln",0
"sloane",0
"slogans",1
"slot",0
"slough",0
"slow",1.5
"slowdown",1.58496250072116
"slowdowns",1
"small",2.29248125036058
"smallcap",0
"smaller",2.23592635062903
"smartertravel",0
"smells",0
"smith",0
"smoke",1.83659166810898
"smoking",2.35538854220753
"smoking”",0
"smooth",0
"smxe",0.543564443199596
"snda",0
"snow",1
"social",2.82141695462236
"societies",0
"society",1
"socks",0
"soft",0.543564443199596
"softening",0
"software",3.18338683992728
"software”",0
"soil",1.84237099317711
"soils",0
"solar",1.39958123064606
"sold",4.66022573309557
"sole",4.93446376698377
"solely",4.99290417212682
"soles",0
"solicit",3.26082817122446
"solicitation",3.32307418942857
"solicitations",0
"solicited",2.52164063634332
"soliciting",1.5
"solicitor",0
"solid",0
"solution",0
"solutions",0.148025974866007
"solve",0
"solvency",2.0217822215998
"solvent",2.7052290027423
"solvents",0
"someone",0
"somerville",0
"something",1
"sometimes",2.84535093662244
"son",1.58496250072116
"sonsini",0
"soon",4.84164962883881
"sooner",2.50270548192794
"sophisticated",0
"sordello",0
"sort",1.58496250072116
"sought",3.31163573949496
"sound",3.08496250072116
"sounding",1.5
"sounds",0
"source",3.3304699480795
"sourced",1
"sources",3.57246945877014
"sourcing",0
"south",3.43326968951511
"southeasterly",0
"southerly",0
"southern",1.23664074194117
"southland",0
"southwesterly",0
"sovereign",0.91829583405449
"sovereignty",0
"sow",0
"space",3.1865532649166
"space”",0
"spaces",2.35148823042185
"spain",0
"spann",0
"spare",0
"spd",0
"spe",0
"speaking",0
"special",4.94944344808678
"specialist",0
"specialized",2
"specially",1
"specialty",1.58496250072116
"specific",5.22836957997543
"specifically",4.94769884826232
"specification",0.448864488723029
"specifications",3.246285863741
"specifics",0
"specified",5.00774890459488
"specifies",3.02698683335929
"specify",4.21220039491015
"specifying",3.80353824186218
"specimen",0.353359335021421
"specimens",0.337290066617014
"specs",0
"spector",0
"spectrometry",0
"speculation",0
"speculative",1.66449777920046
"speech",0
"speed",0
"spell",0
"spend",1.52192809488736
"spending",0
"spent",2.23592635062903
"spill",1
"spillage",0
"spilled",0
"spin",0
"spinco",0.217836475597751
"spinoff",0
"spirit",1.58496250072116
"spite",0
"split",3.33209539866017
"splits",2.19522382813983
"spolan",0
"sponsor",0.811278124459133
"sponsored",2.91397707318275
"sponsors",1
"sports",1
"spot",0
"spousal",1.5
"spouse",2.91097554207355
"spouses",0.721928094887362
"spp",0
"spray",0
"spread",0.650022421648354
"sprinkler",2.4994581877844
"sprinklers",1.5
"spruce",0
"spv",0
"spyfire",0
"square",3.19653061922837
"srm",0
"ssd",0
"ssquint",0
"stability",2.15563906222957
"stabilize",0
"stacked",0
"stacks",0.91829583405449
"staff",2.19715972342415
"staffan",0
"staffs",0
"stage",1.58496250072116
"stages",0
"stained",0
"staircases",1
"stairs",0.91829583405449
"stairways",2.19715972342415
"stairwells",1.5
"stake",0
"stakeholders",0
"stall",0
"stalls",0
"stamford",0
"stamp",2.28924642850916
"stamped",1.58496250072116
"stand",2.75
"standalone",0
"standard",4.07778635832429
"standardized",0
"standards",4.49763451577488
"standards”",0
"standby",1.54659356429494
"standing",4.61508951233711
"standoff",0.76420450650862
"standstill",0
"stanford",0
"stanley",1.04694281867066
"stanly",0
"star",0.970950594454669
"starcloud",0
"starr",0
"starsuite",0
"start",2.85538854220753
"started",0
"starters",0
"starting",3.17512313511346
"starts",0.91829583405449
"startup",0
"state",5.22835773768695
"stated",4.17602311713568
"statement",4.49891156217565
"statement”",0.91829583405449
"statements",4.52196040778897
"statements”",0.970950594454669
"states",4.58284758556931
"states”",0
"stating",4.23108199527754
"station",1.91829583405449
"stationery",1
"stations",1.58496250072116
"statistical",1
"statistics",0
"statues",0
"status",4.35264778220549
"statute",4.55752174167031
"statutes",4.21185116415185
"statutory",4.03879707708777
"stavros",0
"stay",2.08149632952868
"stayed",2.44931183302645
"stblaw",0
"ste",0
"stead",1.58496250072116
"steam",2.25
"steel",1.52192809488736
"steen",0
"stefon",0
"steinert",0
"stenciled",0
"stenographer",0
"stenography",0
"step",2.61554262931149
"stepchild",0
"stepchildren",0
"stephanie",0.91829583405449
"stephen",2.22721700146248
"stepp",0
"stepparent",0
"steps",4.37210496982785
"steve",2.41938194564637
"steven",1.09848683802936
"steward",0.940285958670631
"stewards",0
"stewart",0
"stfloor",0
"sticker",0
"stierlin",0
"stifle",0
"still",3.37878349348618
"stipulated",1.9211796919475
"stipulates",0
"stipulation",1.5
"stipulations",0
"stock",4.12610954279974
"stock”",0.946372935985442
"stockholder",2.05522269440519
"stockholder’s",0
"stockholders",3.44245909772868
"stockholders’",0
"stocking",0
"stolen",0.91829583405449
"stoneham",0
"stop",3.59446563696145
"stoppage",3.05030185543498
"stoppages",1.58496250072116
"stopped",0
"stopping",0
"stops",1.58496250072116
"storage",3.69655345942847
"store",2.52412447678497
"stored",3.05030185543498
"storefronts",0
"stores",2.23592635062903
"storing",2.72192809488736
"storm",2.64160416786859
"storms",0
"storrs",0
"story",0
"stough",0
"stove",0
"straddle",0
"straight",2.45075141803484
"strata",0.91829583405449
"strategic",1.58330061480036
"strategy",2.17095059445467
"strauss",0
"stream",0
"streaming",0
"street",4.79969459321331
"streets",0
"strength",1.45914791702724
"strengthening",0
"stresing",0
"strict",3.9790978911348
"stricter",0
"strictest",0
"strictly",2.44643934467102
"strike",3.40582225028569
"strikeout",0
"strikes",3.61436944588676
"string",0
"stringency",0
"strip",1
"striped",0
"strips",1.90563906222957
"strive",0
"strobe",0
"strong",0
"strongly",1
"structural",2.68771091265746
"structure",3.15066008127531
"structured",0.91829583405449
"structures",2
"student",0
"studies",1.35203010175795
"studley",0
"studs",1
"study",0.721928094887362
"studying",0
"sturdy",0
"style",1.58496250072116
"styled",0
"styles",1.58496250072116
"stylized",0
"sub",3.3664022166925
"subagents",0
"subclause",0.91829583405449
"subclauses",0
"subcommittee",1
"subcommittees",0
"subcontract",1.35164411515339
"subcontracted",0
"subcontracting",1.58496250072116
"subcontractor",1.79248125036058
"subcontractors",2.58453953071734
"subdivide",0
"subdivision",3.30975938515106
"subdivisions",2.32192809488736
"subfloors",0
"subject",5.40371095584522
"subjected",1.37095059445467
"subjects",1.58496250072116
"sublandlord",0
"sublease",3.20261474157013
"subleased",2.72192809488736
"subleases",3.71108049624428
"subleasing",1.5
"subledger",0
"sublessee",1.96647450022508
"sublessees",1.92192809488736
"sublessor",0.522978426381012
"sublet",2.63307582762136
"sublets",1
"subletting",2.89542387028032
"sublettings",0
"sublicensable",0.91829583405449
"sublicense",2.54690548771527
"sublicensed",0
"sublicensee",0.391243563629256
"sublicensees",0
"sublicenses",2.91829583405449
"sublicensing",1.48335575498169
"sublicensor",0.91829583405449
"sublimit",0.684038435639042
"submarket",0
"submission",3.83018269815603
"submissions",0
"submit",4.91103863583612
"submits",3.52164063634332
"submittal",0
"submitted",4.98016881727262
"submitter",0
"submitting",1.58496250072116
"subordinate",3.65132134336314
"subordinated",3.11783590128819
"subordinates",0
"subordination",3.82641132320624
"subordinations",0
"subpages",0
"subpanels",0
"subparagraph",1.68055637326599
"subparagraphs",0.91829583405449
"subpart",0
"subparticipations",0
"subpartners",0
"subpoena",2.75
"subrent",0
"subrogate",0
"subrogated",1
"subrogation",3.77135174403395
"subscribe",2.55665670746282
"subscribed",1.5
"subscriber",0
"subscribers",0.91829583405449
"subscription",1.51177473911691
"subscriptions",1.58496250072116
"subsection",3.74876680991198
"subsections",3.25162916738782
"subsequent",4.90932056715202
"subsequently",4.29940335253528
"subservicer",0
"subservicing",0
"subset",0
"subsidiaries",3.39445682656935
"subsidiaries’",0.91829583405449
"subsidiary",3.17386600920966
"subsidiary’s",0
"subsidiary”",0
"subsist",0
"subsistence",0
"subsisting",2.23592635062903
"substance",4.35307693864218
"substance”",1
"substances",3.31184333059339
"substances”",0
"substandard",0
"substantial",4.087347183113
"substantially",4.61854525847651
"substantiating",0
"substantiation",0
"substantive",2.75
"substantively",1
"substation",0
"substations",0
"substitute",3.85880291446159
"substituted",2.04945207278939
"substitutes",2
"substituting",0
"substitution",3.78212222414531
"substitutions",2.8073549220576
"subsurface",0.91829583405449
"subtenancies",1.52192809488736
"subtenant",2.69526688906259
"subtenants",2.81127812445913
"subterfuge",1.52192809488736
"subtitle",0
"subtitles",1.90563906222957
"subtract",1.58496250072116
"subtracted",1
"subtracting",0
"subunit",0
"succeed",2.71929452566698
"succeeded",1.92192809488736
"succeeding",3.6480857366154
"succeeds",1.58496250072116
"success",0.985228136034252
"successful",2.50325833477565
"successfully",2.15563906222957
"succession",1.37095059445467
"successive",3.18200581476021
"successively",0
"successor",4.46448644574144
"successors",5.32457624928075
"suchsection",0
"suction",0
"sudan",0
"sudden",0
"sudol",0
"sue",3.10122748095296
"sued",1
"suede",0
"suffer",3.55851861304891
"sufferance",2
"suffered",3.78489770275641
"suffering",1.58496250072116
"suffers",1
"sufficiency",3.80776357641719
"sufficient",4.65287535208287
"sufficiently",2.75
"suggest",0
"suggested",0.91829583405449
"suggestions",0
"suit",4.73655779746022
"suitability",3.09579525500093
"suitable",3.34927507071071
"suite",4.08832995785862
"suited",0
"suites",0.811278124459133
"suits",3.05947057079725
"sulfur",0
"sullivan",0
"sum",3.53805032292392
"sumitomo",0
"summaries",1
"summarily",0
"summarize",0
"summarizes",0
"summarizing",1.5
"summary",2.59448068460146
"summer",0
"summons",0.91829583405449
"sump",0
"sumps",0
"sums",4.02642658833255
"sun",0
"sunday",4.03740119765411
"sundays",2
"sungolden",0
"sunncomm",0
"sunnyvale",0.650022421648354
"sunscreened",0
"sunset",0
"super",0
"superannuation",1
"superceded",0
"supercedes",0
"supercompaction",0
"supergen",0
"superior",3.49969551866904
"superiority",0
"superscript",0
"supersede",4.0588138903312
"superseded",2.72548055699787
"supersedes",4.66390976555739
"superseding",1
"supervise",1
"supervising",0
"supervision",3.37762040747207
"supervisor",1.98949087192651
"supervisors",1.37095059445467
"supervisory",2.15563906222957
"supplement",3.62721328214262
"supplemental",2.54133269330068
"supplementally",0
"supplementary",2.5
"supplemented",2.59549369890219
"supplementing",1
"supplements",3.21099953563501
"supplied",3.58425017292047
"supplier",1.6219025260105
"supplier”",0
"suppliers",3.27745489386235
"suppliers”",0
"supplies",3.93316950575152
"supply",3.65679971380655
"supplying",2.25162916738782
"support",4.05391267495579
"supported",1.58496250072116
"supporting",3.86198351303561
"supports",0
"supra",0
"supranational",1.52192809488736
"supremacy",0
"supreme",0.91829583405449
"surcharge",0
"surcharges",0.91829583405449
"sure",1
"sureties",0
"surety",2.81449392861585
"suretyship",0
"suretyships",0
"surface",2.23592635062903
"surfaces",1.79248125036058
"surgery",0
"surges",0
"surgical",0
"surplus",1.96096404744368
"surrender",3.34058323806075
"surrendered",1.97095059445467
"surrendering",0
"surrenders",1
"surrounded",0
"surrounding",2.52164063634332
"survey",2.13393756609492
"surveying",0
"surveyor",0
"surveyors",0
"surveys",1.25162916738782
"survival",4.06446612301813
"survive",5.1137622563521
"survives",1
"surviving",2.86679696301889
"survivor",1.97460175271458
"susanne",0
"susceptible",0
"suspect",0.91829583405449
"suspected",2.66353275480425
